,race_date,driverId,raceId,year,round,circuitId,race_name,race_time,driverRef,driver_dob,driver_nationality,driverst_points,driverst_position,driverst_wins,constructorId,csr_points,csr_status,constructorStandingsId,css_points,css_position,css_wins,constructorRef,cs_nationality,result_number,result_grid,result_position,result_positionText,result_positionOrder,result_points,result_laps,result_time,result_milliseconds,result_fastestLap,result_rank,result_fastestLapTime,result_fastestLapSpeed,qs_number,position,q1,q2,q3,total_laps,avg_lap_time,num_pit_stops,avg_pit_duration,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,is_podium,driver_podium_rate_prior,is_win,driver_win_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,circuit_country_nationality,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
189,2022-07-24,822,1085,2022,12,34,French Grand Prix,13:00:00,bottas,1989-08-28,Finnish,46.0,9,0,51,0.0,\N,28256,51.0,6,0,alfa,Swiss,77,11,14,14,14,0.0,53,+1:16.666,5478778,52,6,1:37.963,214.685,77,13,1:33.034,1:33.052,\N,53.0,103373.16981132075,2.0,37.1875,4.0,1.0,5.925925925925926,0,0.4074074074074074,0,0.037037037037037035,9.666666666666666,27,1,11.172413793103448,French,0,32.6,14.05,0.0,34.5
190,2022-07-24,830,1085,2022,12,34,French Grand Prix,13:00:00,max_verstappen,1997-09-30,Dutch,233.0,1,7,9,37.0,\N,28262,396.0,1,8,red_bull,Austrian,1,2,1,1,1,25.0,53,1:30:02.112,5402112,30,2,1:37.491,215.724,1,2,1:31.891,1:31.990,1:31.176,53.0,101926.64150943396,1.0,35.266,1.0,2.0,2.4827586206896552,1,0.896551724137931,1,0.5517241379310345,3.3333333333333335,29,1,4.871559633027523,French,0,32.6,14.05,0.0,34.5
191,2022-07-24,832,1085,2022,12,34,French Grand Prix,13:00:00,sainz,1994-09-01,Spanish,144.0,4,1,6,11.0,\N,28253,314.0,2,4,ferrari,Italian,55,19,5,5,5,11.0,53,+28.872,5430984,51,1,1:35.781,219.575,55,9,1:32.297,1:31.081,\N,53.0,102471.39622641509,2.0,41.875,11.0,1.0,5.517241379310345,0,0.3448275862068966,0,0.034482758620689655,1.6666666666666667,29,1,5.517241379310345,French,0,32.6,14.05,0.0,34.5
192,2022-07-24,839,1085,2022,12,34,French Grand Prix,13:00:00,ocon,1996-09-17,French,56.0,8,0,214,12.0,\N,28257,93.0,4,0,alpine,French,31,10,8,8,8,4.0,53,+56.959,5459071,53,9,1:38.684,213.116,31,12,1:33.346,1:33.048,\N,53.0,103001.3396226415,1.0,44.747,14.0,1.0,8.827586206896552,0,0.034482758620689655,0,0.034482758620689655,7.0,29,1,8.848484848484848,French,1,32.6,14.05,0.0,34.5
193,2022-07-24,840,1085,2022,12,34,French Grand Prix,13:00:00,stroll,1998-10-29,Canadian,4.0,18,0,117,1.0,\N,28259,19.0,9,0,aston_martin,British,18,15,10,10,10,1.0,53,+1:02.549,5464661,52,15,1:39.185,212.040,18,17,1:33.439,\N,\N,53.0,103106.81132075471,1.0,39.844,10.0,1.0,11.366666666666667,0,0.0,0,0.0,11.333333333333334,30,1,9.892857142857142,French,0,32.6,14.05,0.0,34.5
194,2022-07-24,842,1085,2022,12,34,French Grand Prix,13:00:00,gasly,1996-02-07,French,16.0,13,0,213,0.0,\N,28258,27.0,8,0,alphatauri,Italian,10,14,12,12,12,0.0,53,+1:05.448,5467560,53,10,1:38.786,212.896,10,16,1:33.439,\N,\N,53.0,103161.50943396226,1.0,35.969,7.0,1.0,8.666666666666666,0,0.037037037037037035,0,0.0,11.333333333333334,27,1,9.5,French,1,32.6,14.05,0.0,34.5
195,2022-07-24,846,1085,2022,12,34,French Grand Prix,13:00:00,norris,1999-11-13,British,70.0,7,0,1,8.0,\N,28261,89.0,5,0,mclaren,British,4,5,7,7,7,6.0,53,+52.026,5454138,43,11,1:39.037,212.356,4,5,1:32.672,1:32.777,1:32.032,53.0,102908.2641509434,1.0,37.539,5.0,1.0,7.096774193548387,0,0.16129032258064516,0,0.0,9.333333333333334,31,1,8.605633802816902,French,0,32.6,14.05,0.0,34.5
196,2022-07-24,847,1085,2022,12,34,French Grand Prix,13:00:00,russell,1998-02-15,British,143.0,5,0,131,33.0,\N,28254,270.0,3,0,mercedes,German,63,6,3,3,3,15.0,53,+16.495,5418607,51,3,1:37.548,215.598,63,6,1:33.109,1:32.633,1:32.131,53.0,102237.8679245283,1.0,38.277,12.0,1.0,9.407407407407407,1,0.14814814814814814,0,0.0,3.6666666666666665,27,1,4.714285714285714,French,0,32.6,14.05,0.0,34.5
197,2022-07-24,848,1085,2022,12,34,French Grand Prix,13:00:00,albon,1996-03-23,Thai,3.0,19,0,3,0.0,\N,28260,3.0,10,0,williams,British,23,13,13,13,13,0.0,53,+1:08.565,5470677,53,16,1:39.199,212.010,23,15,1:33.423,1:33.307,\N,53.0,103220.32075471699,1.0,37.38,,,12.444444444444445,0,0.0,0,0.0,12.333333333333334,9,0,12.538461538461538,French,0,32.6,14.05,0.0,34.5
198,2022-07-24,854,1085,2022,12,34,French Grand Prix,13:00:00,mick_schumacher,1999-03-22,German,12.0,15,0,210,0.0,\N,28255,34.0,7,0,haas,American,47,17,15,15,15,0.0,53,+1:20.394,5482506,48,13,1:39.068,212.290,47,19,1:33.701,\N,\N,53.0,103443.50943396226,2.0,36.8535,19.0,1.0,15.115384615384615,0,0.0,0,0.0,9.333333333333334,26,1,14.049645390070921,French,0,32.6,14.05,0.0,34.5
199,2022-07-24,855,1085,2022,12,34,French Grand Prix,13:00:00,zhou,1999-05-30,Chinese,5.0,17,0,51,0.0,\N,28256,51.0,6,0,alfa,Swiss,24,16,16,16,16,0.0,47,\N,\N,25,18,1:39.368,211.649,24,18,1:33.674,\N,\N,47.0,104490.74468085106,2.0,43.617000000000004,,,12.142857142857142,0,0.0,0,0.0,12.666666666666666,7,0,12.392857142857142,French,0,32.6,14.05,0.0,34.5
200,2022-07-31,1,1086,2022,13,11,Hungarian Grand Prix,13:00:00,hamilton,1985-01-07,British,146.0,6,0,131,34.0,\N,28264,304.0,3,0,mercedes,German,44,7,2,2,2,19.0,70,+7.834,5983746,57,1,1:21.386,193.787,44,7,1:18.374,1:18.035,1:18.142,70.0,85482.08571428571,2.0,21.897,2.0,4.0,3.696969696969697,1,0.6666666666666666,0,0.24242424242424243,2.6666666666666665,33,1,3.696969696969697,Hungarian,0,19.65,28.85,0.2,68.0
201,2022-07-31,4,1086,2022,13,11,Hungarian Grand Prix,13:00:00,alonso,1981-07-29,Spanish,41.0,10,0,214,6.0,\N,28267,99.0,4,0,alpine,French,14,6,8,8,8,4.0,69,\N,\N,47,18,1:23.979,187.804,14,6,1:18.716,1:17.904,1:18.078,69.0,86726.46376811594,1.0,22.083,4.0,3.0,9.033333333333333,0,0.03333333333333333,0,0.0,7.0,30,1,9.033333333333333,Hungarian,0,19.65,28.85,0.2,68.0
202,2022-07-31,20,1086,2022,13,11,Hungarian Grand Prix,13:00:00,vettel,1987-07-03,German,16.0,14,0,117,1.0,\N,28269,20.0,9,0,aston_martin,British,5,18,10,10,10,1.0,69,\N,\N,51,10,1:22.824,190.423,5,18,1:19.273,\N,\N,69.0,86770.1884057971,2.0,23.216,,,11.107142857142858,0,0.03571428571428571,0,0.0,12.333333333333334,28,0,9.140845070422536,Hungarian,0,19.65,28.85,0.2,68.0
203,2022-07-31,815,1086,2022,13,11,Hungarian Grand Prix,13:00:00,perez,1990-01-26,Mexican,173.0,3,1,9,35.0,\N,28272,431.0,1,9,red_bull,Austrian,11,11,5,5,5,10.0,70,+15.688,5991600,44,3,1:21.940,192.477,11,11,1:19.118,1:18.516,\N,70.0,85594.28571428571,2.0,21.1425,,,5.766666666666667,0,0.36666666666666664,0,0.06666666666666667,2.6666666666666665,30,0,5.766666666666667,Hungarian,0,19.65,28.85,0.2,68.0
204,2022-07-31,817,1086,2022,13,11,Hungarian Grand Prix,13:00:00,ricciardo,1989-07-01,Australian,19.0,12,0,1,6.0,\N,28271,95.0,5,0,mclaren,British,3,9,15,15,15,0.0,69,\N,\N,63,17,1:23.654,188.533,3,9,1:18.775,1:18.198,1:18.379,69.0,87135.49275362318,2.0,21.5395,11.0,3.0,9.25,0,0.03125,0,0.03125,10.333333333333334,32,1,9.25,Hungarian,0,19.65,28.85,0.2,68.0
205,2022-07-31,822,1086,2022,13,11,Hungarian Grand Prix,13:00:00,bottas,1989-08-28,Finnish,46.0,9,0,51,0.0,\N,28266,51.0,6,0,alfa,Swiss,77,8,20,20,20,0.0,65,\N,\N,60,19,1:24.002,187.752,77,8,1:18.935,1:18.445,1:18.157,65.0,86480.7076923077,1.0,22.272,,,6.214285714285714,0,0.39285714285714285,0,0.03571428571428571,10.666666666666666,28,0,11.266666666666667,Hungarian,0,19.65,28.85,0.2,68.0
206,2022-07-31,825,1086,2022,13,11,Hungarian Grand Prix,13:00:00,kevin_magnussen,1992-10-05,Danish,22.0,11,0,210,0.0,\N,28265,34.0,7,0,haas,American,20,13,16,16,16,0.0,69,\N,\N,37,15,1:23.511,188.856,20,13,1:18.993,1:18.825,\N,69.0,87564.28985507246,3.0,25.332666666666665,,,11.666666666666666,0,0.0,0,0.0,11.666666666666666,9,0,12.333333333333334,Hungarian,0,19.65,28.85,0.2,68.0
207,2022-07-31,830,1086,2022,13,11,Hungarian Grand Prix,13:00:00,max_verstappen,1997-09-30,Dutch,258.0,1,8,9,35.0,\N,28272,431.0,1,9,red_bull,Austrian,1,10,1,1,1,25.0,70,1:39:35.912,5975912,45,6,1:22.126,192.041,1,10,1:18.509,1:17.703,1:18.823,70.0,85370.17142857143,2.0,21.2895,9.0,5.0,2.433333333333333,1,0.9,1,0.5666666666666667,3.3333333333333335,30,1,4.836363636363636,Hungarian,0,19.65,28.85,0.2,68.0
208,2022-07-31,832,1086,2022,13,11,Hungarian Grand Prix,13:00:00,sainz,1994-09-01,Spanish,156.0,5,1,6,20.0,\N,28263,334.0,2,4,ferrari,Italian,55,2,4,4,4,12.0,70,+14.579,5990491,51,4,1:22.000,192.336,55,2,1:18.434,1:17.946,1:17.421,70.0,85578.44285714286,2.0,23.137999999999998,3.0,3.0,5.5,0,0.3333333333333333,0,0.03333333333333333,2.6666666666666665,30,1,5.5,Hungarian,0,19.65,28.85,0.2,68.0
209,2022-07-31,839,1086,2022,13,11,Hungarian Grand Prix,13:00:00,ocon,1996-09-17,French,58.0,8,0,214,6.0,\N,28267,99.0,4,0,alpine,French,31,5,9,9,9,2.0,69,\N,\N,60,20,1:24.149,187.424,31,5,1:18.866,1:18.216,1:18.018,69.0,86768.11594202899,1.0,23.581,1.0,3.0,8.8,0,0.03333333333333333,0,0.03333333333333333,6.333333333333333,30,1,8.835820895522389,Hungarian,0,19.65,28.85,0.2,68.0
210,2022-07-31,840,1086,2022,13,11,Hungarian Grand Prix,13:00:00,stroll,1998-10-29,Canadian,4.0,18,0,117,1.0,\N,28269,20.0,9,0,aston_martin,British,18,14,11,11,11,0.0,69,\N,\N,51,7,1:22.437,191.317,18,14,1:19.205,1:19.137,\N,69.0,86880.49275362318,2.0,21.697,,,11.32258064516129,0,0.0,0,0.0,11.333333333333334,31,0,9.893805309734514,Hungarian,0,19.65,28.85,0.2,68.0
211,2022-07-31,842,1086,2022,13,11,Hungarian Grand Prix,13:00:00,gasly,1996-02-07,French,16.0,13,0,213,0.0,\N,28268,27.0,8,0,alphatauri,Italian,10,0,12,12,12,0.0,69,\N,\N,58,14,1:23.199,189.564,10,19,1:19.527,\N,\N,69.0,87068.14492753622,2.0,21.582,5.0,4.0,8.785714285714286,0,0.03571428571428571,0,0.0,13.666666666666666,28,1,9.571428571428571,Hungarian,0,19.65,28.85,0.2,68.0
212,2022-07-31,844,1086,2022,13,11,Hungarian Grand Prix,13:00:00,leclerc,1997-10-16,Monegasque,178.0,2,3,6,20.0,\N,28263,334.0,2,4,ferrari,Italian,16,3,6,6,6,8.0,70,+16.047,5991959,57,2,1:21.622,193.227,16,3,1:18.806,1:17.768,1:17.567,70.0,85599.41428571429,3.0,21.763666666666666,,,5.448275862068965,0,0.20689655172413793,0,0.10344827586206896,3.3333333333333335,29,0,5.388888888888889,Hungarian,0,19.65,28.85,0.2,68.0
213,2022-07-31,846,1086,2022,13,11,Hungarian Grand Prix,13:00:00,norris,1999-11-13,British,76.0,7,0,1,6.0,\N,28271,95.0,5,0,mclaren,British,4,4,7,7,7,6.0,70,+1:18.300,6054212,47,11,1:23.043,189.920,4,4,1:18.653,1:18.121,1:17.769,70.0,86488.74285714286,2.0,22.711,,,7.09375,0,0.15625,0,0.0,6.666666666666667,32,0,8.583333333333334,Hungarian,0,19.65,28.85,0.2,68.0
214,2022-07-31,847,1086,2022,13,11,Hungarian Grand Prix,13:00:00,russell,1998-02-15,British,158.0,4,0,131,34.0,\N,28264,304.0,3,0,mercedes,German,63,1,3,3,3,15.0,70,+12.337,5988249,57,9,1:22.766,190.556,63,1,1:18.407,1:18.154,1:17.377,70.0,85546.41428571429,2.0,22.253,8.0,3.0,9.178571428571429,1,0.17857142857142858,0,0.0,3.6666666666666665,28,1,4.699115044247788,Hungarian,0,19.65,28.85,0.2,68.0
215,2022-07-31,848,1086,2022,13,11,Hungarian Grand Prix,13:00:00,albon,1996-03-23,Thai,3.0,19,0,3,0.0,\N,28270,3.0,10,0,williams,British,23,17,17,17,17,0.0,69,\N,\N,43,12,1:23.047,189.911,23,17,1:19.256,\N,\N,69.0,87576.60869565218,3.0,25.77933333333333,,,12.5,0,0.0,0,0.0,12.666666666666666,10,0,12.555555555555555,Hungarian,0,19.65,28.85,0.2,68.0
216,2022-07-31,849,1086,2022,13,11,Hungarian Grand Prix,13:00:00,latifi,1995-06-29,Canadian,0.0,20,0,3,0.0,\N,28270,3.0,10,0,williams,British,6,19,18,18,18,0.0,69,\N,\N,60,8,1:22.478,191.221,6,20,1:19.570,\N,\N,69.0,87752.30434782608,3.0,24.364666666666665,7.0,3.0,15.107142857142858,0,0.0,0,0.0,14.333333333333334,28,1,13.092783505154639,Hungarian,0,19.65,28.85,0.2,68.0
217,2022-07-31,852,1086,2022,13,11,Hungarian Grand Prix,13:00:00,tsunoda,2000-05-11,Japanese,11.0,16,0,213,0.0,\N,28268,27.0,8,0,alphatauri,Italian,22,16,19,19,19,0.0,68,\N,\N,58,16,1:23.538,188.795,22,16,1:19.240,\N,\N,68.0,88657.95588235294,3.0,21.907,6.0,3.0,11.962962962962964,0,0.0,0,0.0,14.333333333333334,27,1,10.819444444444445,Hungarian,0,19.65,28.85,0.2,68.0
218,2022-07-31,854,1086,2022,13,11,Hungarian Grand Prix,13:00:00,mick_schumacher,1999-03-22,German,12.0,15,0,210,0.0,\N,28265,34.0,7,0,haas,American,47,15,14,14,14,0.0,69,\N,\N,50,13,1:23.151,189.674,47,15,1:19.164,1:19.202,\N,69.0,87150.92753623189,2.0,22.7595,12.0,3.0,15.11111111111111,0,0.0,0,0.0,9.666666666666666,27,1,14.056338028169014,Hungarian,0,19.65,28.85,0.2,68.0
219,2022-07-31,855,1086,2022,13,11,Hungarian Grand Prix,13:00:00,zhou,1999-05-30,Chinese,5.0,17,0,51,0.0,\N,28266,51.0,6,0,alfa,Swiss,24,12,13,13,13,0.0,69,\N,\N,58,5,1:22.029,192.268,24,12,1:18.973,1:18.573,\N,69.0,87146.76811594203,2.0,25.2695,,,12.625,0,0.0,0,0.0,12.666666666666666,8,0,12.435294117647059,Hungarian,0,19.65,28.85,0.2,68.0
220,2022-08-28,4,1087,2022,14,13,Belgian Grand Prix,13:00:00,alonso,1981-07-29,Spanish,51.0,9,0,214,16.0,\N,28277,115.0,4,0,alpine,French,14,3,5,5,5,10.0,44,+1:13.256,5226150,35,13,1:52.868,223.397,14,6,1:46.075,1:45.552,1:45.368,44.0,118776.13636363637,2.0,23.2975,11.0,,9.0,0,0.03225806451612903,0,0.0,8.0,31,1,9.0,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
221,2022-08-28,20,1087,2022,14,13,Belgian Grand Prix,13:00:00,vettel,1987-07-03,German,20.0,12,0,117,4.0,\N,28279,24.0,9,0,aston_martin,British,5,10,8,8,8,4.0,44,+1:18.107,5231001,40,11,1:52.515,224.098,5,16,1:46.344,\N,\N,44.0,118886.38636363637,2.0,23.0275,5.0,,11.068965517241379,0,0.034482758620689655,0,0.0,12.666666666666666,29,1,9.152777777777779,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
222,2022-08-28,815,1087,2022,14,13,Belgian Grand Prix,13:00:00,perez,1990-01-26,Mexican,191.0,2,1,9,44.0,\N,28282,475.0,1,10,red_bull,Austrian,11,2,2,2,2,18.0,44,+17.841,5170735,29,3,1:50.764,227.640,11,3,1:45.377,1:44.794,1:44.462,44.0,117516.70454545454,2.0,22.499499999999998,19.0,,5.741935483870968,1,0.3548387096774194,0,0.06451612903225806,3.6666666666666665,31,1,5.741935483870968,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
223,2022-08-28,817,1087,2022,14,13,Belgian Grand Prix,13:00:00,ricciardo,1989-07-01,Australian,19.0,13,0,1,0.0,\N,28281,95.0,5,0,mclaren,British,3,7,15,15,15,0.0,44,+1:47.163,5260057,34,17,1:53.080,222.978,3,11,1:46.212,1:45.767,\N,44.0,119546.75,2.0,23.1155,4.0,,9.424242424242424,0,0.030303030303030304,0,0.030303030303030304,11.0,33,1,9.424242424242424,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
224,2022-08-28,825,1087,2022,14,13,Belgian Grand Prix,13:00:00,kevin_magnussen,1992-10-05,Danish,22.0,11,0,210,0.0,\N,28275,34.0,7,0,haas,American,20,12,16,16,16,0.0,43,\N,\N,29,18,1:53.332,222.482,20,18,1:46.557,\N,\N,43.0,119844.93023255814,2.0,25.1055,,,12.1,0,0.0,0,0.0,11.333333333333334,10,0,12.403846153846153,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
225,2022-08-28,830,1087,2022,14,13,Belgian Grand Prix,13:00:00,max_verstappen,1997-09-30,Dutch,284.0,1,9,9,44.0,\N,28282,475.0,1,10,red_bull,Austrian,1,14,1,1,1,26.0,44,1:25:52.894,5152894,32,1,1:49.354,230.575,1,1,1:44.581,1:44.723,1:43.665,44.0,117111.22727272728,2.0,22.602,1.0,,2.3870967741935485,1,0.9032258064516129,1,0.5806451612903226,1.3333333333333333,31,1,4.801801801801802,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
226,2022-08-28,832,1087,2022,14,13,Belgian Grand Prix,13:00:00,sainz,1994-09-01,Spanish,171.0,4,1,6,23.0,\N,28273,357.0,2,4,ferrari,Italian,55,1,3,3,3,15.0,44,+26.886,5179780,32,7,1:51.977,225.174,55,2,1:45.050,1:45.418,1:44.297,44.0,117722.27272727272,2.0,22.6465,10.0,,5.451612903225806,1,0.3225806451612903,0,0.03225806451612903,3.3333333333333335,31,1,5.451612903225806,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
227,2022-08-28,839,1087,2022,14,13,Belgian Grand Prix,13:00:00,ocon,1996-09-17,French,64.0,8,0,214,16.0,\N,28277,115.0,4,0,alpine,French,31,16,7,7,7,6.0,44,+1:15.640,5228534,36,6,1:51.717,225.698,31,5,1:46.039,1:45.475,1:45.180,44.0,118830.31818181818,2.0,23.500999999999998,7.0,,8.806451612903226,0,0.03225806451612903,0,0.03225806451612903,7.333333333333333,31,1,8.838235294117647,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
228,2022-08-28,840,1087,2022,14,13,Belgian Grand Prix,13:00:00,stroll,1998-10-29,Canadian,4.0,19,0,117,4.0,\N,28279,24.0,9,0,aston_martin,British,18,9,11,11,11,0.0,44,+1:43.078,5255972,29,14,1:52.880,223.373,18,14,1:46.256,1:46.611,\N,44.0,119453.90909090909,2.0,23.451999999999998,20.0,,11.3125,0,0.0,0,0.0,11.333333333333334,32,1,9.903508771929825,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
229,2022-08-28,842,1087,2022,14,13,Belgian Grand Prix,13:00:00,gasly,1996-02-07,French,18.0,14,0,213,2.0,\N,28278,29.0,8,0,alphatauri,Italian,10,0,9,9,9,2.0,44,+1:32.181,5245075,24,15,1:53.002,223.132,10,12,1:46.183,1:45.827,\N,44.0,119206.25,2.0,22.6995,6.0,,8.89655172413793,0,0.034482758620689655,0,0.0,13.0,29,1,9.63888888888889,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
230,2022-08-28,844,1087,2022,14,13,Belgian Grand Prix,13:00:00,leclerc,1997-10-16,Monegasque,186.0,3,3,6,23.0,\N,28273,357.0,2,4,ferrari,Italian,16,15,6,6,6,8.0,44,+1:14.936,5227830,44,2,1:49.984,229.255,16,4,1:45.572,1:44.551,1:44.553,44.0,118700.68181818182,3.0,23.573666666666668,8.0,,5.466666666666667,0,0.2,0,0.1,3.6666666666666665,30,1,5.394495412844036,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
231,2022-08-28,846,1087,2022,14,13,Belgian Grand Prix,13:00:00,norris,1999-11-13,British,76.0,7,0,1,0.0,\N,28281,95.0,5,0,mclaren,British,4,17,12,12,12,0.0,44,+1:44.739,5257633,31,5,1:51.678,225.777,4,10,1:45.745,1:45.603,1:46.178,44.0,119491.65909090909,2.0,23.298000000000002,14.0,,7.090909090909091,0,0.15151515151515152,0,0.0,7.0,33,1,8.561643835616438,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
232,2022-08-28,847,1087,2022,14,13,Belgian Grand Prix,13:00:00,russell,1998-02-15,British,170.0,5,0,131,12.0,\N,28274,316.0,3,0,mercedes,German,63,5,4,4,4,12.0,44,+29.140,5182034,31,4,1:50.793,227.581,63,8,1:45.650,1:45.461,1:45.776,44.0,117773.5,2.0,22.901,2.0,,8.96551724137931,0,0.20689655172413793,0,0.0,3.3333333333333335,29,1,4.684210526315789,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
233,2022-08-28,848,1087,2022,14,13,Belgian Grand Prix,13:00:00,albon,1996-03-23,Thai,4.0,18,0,3,1.0,\N,28280,4.0,10,0,williams,British,23,6,10,10,10,1.0,44,+1:41.900,5254794,28,16,1:53.055,223.027,23,9,1:45.672,1:45.675,1:45.837,44.0,119427.13636363637,2.0,23.874499999999998,,,12.909090909090908,0,0.0,0,0.0,14.0,11,0,12.714285714285714,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
234,2022-08-28,849,1087,2022,14,13,Belgian Grand Prix,13:00:00,latifi,1995-06-29,Canadian,0.0,20,0,3,1.0,\N,28280,4.0,10,0,williams,British,6,11,18,18,18,0.0,43,\N,\N,38,8,1:52.256,224.615,6,17,1:46.401,\N,\N,43.0,120088.18604651163,3.0,27.802333333333337,9.0,,15.206896551724139,0,0.0,0,0.0,15.333333333333334,29,1,13.142857142857142,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
235,2022-08-28,852,1087,2022,14,13,Belgian Grand Prix,13:00:00,tsunoda,2000-05-11,Japanese,11.0,16,0,213,2.0,\N,28278,29.0,8,0,alphatauri,Italian,22,0,13,13,13,0.0,44,+1:45.217,5258111,32,10,1:52.436,224.255,22,19,1:46.692,\N,\N,44.0,119502.52272727272,2.0,27.154,15.0,,12.214285714285714,0,0.0,0,0.0,16.333333333333332,28,1,10.931506849315069,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
236,2022-08-28,854,1087,2022,14,13,Belgian Grand Prix,13:00:00,mick_schumacher,1999-03-22,German,12.0,15,0,210,0.0,\N,28275,34.0,7,0,haas,American,47,19,17,17,17,0.0,43,\N,\N,35,12,1:52.646,223.837,47,15,1:46.342,1:47.718,\N,43.0,119910.51162790698,2.0,24.57,16.0,,15.071428571428571,0,0.0,0,0.0,11.666666666666666,28,1,14.055944055944057,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
237,2022-08-28,855,1087,2022,14,13,Belgian Grand Prix,13:00:00,zhou,1999-05-30,Chinese,5.0,17,0,51,0.0,\N,28276,51.0,6,0,alfa,Swiss,24,18,14,14,14,0.0,44,+1:46.252,5259146,30,9,1:52.317,224.493,24,13,1:46.178,1:46.085,\N,44.0,119526.04545454546,2.0,23.554000000000002,,,12.666666666666666,0,0.0,0,0.0,14.333333333333334,9,0,12.44186046511628,Belgian,0,19.450000000000003,13.600000000000001,0.0,54.5
238,2022-09-04,1,1088,2022,15,39,Dutch Grand Prix,13:00:00,hamilton,1985-01-07,British,158.0,6,0,131,30.0,\N,28284,346.0,3,0,mercedes,German,44,4,4,4,4,12.0,72,+13.016,5815789,54,3,1:13.854,207.604,44,4,1:11.331,1:11.075,1:10.648,72.0,80774.84722222222,3.0,17.455000000000002,2.0,3.0,3.6470588235294117,0,0.6764705882352942,0,0.23529411764705882,2.3333333333333335,34,1,3.6470588235294117,Dutch,0,24.25,6.9,0.1,59.0
239,2022-09-04,4,1088,2022,15,39,Dutch Grand Prix,13:00:00,alonso,1981-07-29,Spanish,59.0,9,0,214,10.0,\N,28287,125.0,4,0,alpine,French,14,13,6,6,6,8.0,72,+18.754,5821527,51,4,1:14.144,206.792,14,13,1:11.667,1:11.613,\N,72.0,80854.54166666667,3.0,18.947,6.0,1.0,8.875,0,0.03125,0,0.0,6.333333333333333,32,1,8.875,Dutch,0,24.25,6.9,0.1,59.0
240,2022-09-04,20,1088,2022,15,39,Dutch Grand Prix,13:00:00,vettel,1987-07-03,German,20.0,12,0,117,1.0,\N,28289,25.0,9,0,aston_martin,British,5,19,14,14,14,0.0,72,+36.007,5838780,50,9,1:14.862,204.808,5,19,1:12.391,\N,\N,72.0,81024.72222222222,4.0,18.651249999999997,13.0,2.0,10.966666666666667,0,0.03333333333333333,0,0.0,9.666666666666666,30,1,9.136986301369863,Dutch,0,24.25,6.9,0.1,59.0
241,2022-09-04,815,1088,2022,15,39,Dutch Grand Prix,13:00:00,perez,1990-01-26,Mexican,201.0,3,1,9,36.0,\N,28292,511.0,1,11,red_bull,Austrian,11,5,5,5,5,10.0,72,+18.168,5820941,63,5,1:14.404,206.069,11,5,1:11.641,1:11.314,1:11.077,72.0,80846.40277777778,4.0,17.734,8.0,2.0,5.625,0,0.375,0,0.0625,3.6666666666666665,32,1,5.625,Dutch,0,24.25,6.9,0.1,59.0
242,2022-09-04,817,1088,2022,15,39,Dutch Grand Prix,13:00:00,ricciardo,1989-07-01,Australian,19.0,13,0,1,6.0,\N,28291,101.0,5,0,mclaren,British,3,17,17,17,17,0.0,72,+37.764,5840537,52,16,1:15.577,202.871,3,17,1:12.081,\N,\N,72.0,81118.56944444444,5.0,18.7238,11.0,1.0,9.588235294117647,0,0.029411764705882353,0,0.029411764705882353,13.0,34,1,9.588235294117647,Dutch,0,24.25,6.9,0.1,59.0
243,2022-09-04,825,1088,2022,15,39,Dutch Grand Prix,13:00:00,kevin_magnussen,1992-10-05,Danish,22.0,11,0,210,0.0,\N,28285,34.0,7,0,haas,American,20,18,15,15,15,0.0,72,+36.869,5839642,53,14,1:15.369,203.431,20,18,1:12.319,\N,\N,72.0,81106.13888888889,4.0,20.58325,,,12.454545454545455,0,0.0,0,0.0,13.333333333333334,11,0,12.471698113207546,Dutch,0,24.25,6.9,0.1,59.0
244,2022-09-04,830,1088,2022,15,39,Dutch Grand Prix,13:00:00,max_verstappen,1997-09-30,Dutch,310.0,1,10,9,36.0,\N,28292,511.0,1,11,red_bull,Austrian,1,1,1,1,1,26.0,72,1:36:42.773,5802773,62,1,1:13.652,208.173,1,1,1:11.317,1:10.927,1:10.342,72.0,80594.06944444444,4.0,18.253,1.0,2.0,2.34375,1,0.90625,1,0.59375,1.0,32,1,4.767857142857143,Dutch,1,24.25,6.9,0.1,59.0
